title,location,price(L),rate_persqft,area_insqft,building_status
3 BHK Apartment,Chandanagar,228.0,7200,3170,Under Construction
3 BHK Apartment,Chandanagar,181.0,7199,2518,Under Construction
2 BHK Apartment,Pragathi Nagar Kukatpally,68.0,6476,1050,Ready to move
2 BHK Apartment,Pragathi Nagar Kukatpally,70.0,6666,1050,Ready to move
2 BHK Apartment,Pragathi Nagar Kukatpally,69.0,6571,1050,Ready to move
3 BHK Apartment,Pragathi Nagar Kukatpally,78.0,5777,1350,Ready to move
3 BHK Apartment,Pragathi Nagar Kukatpally,80.0,5925,1350,Ready to move
3 BHK Apartment,Pragathi Nagar Kukatpally,78.0,5777,1350,Ready to move
3 BHK Apartment,Pragathi Nagar Kukatpally,80.0,5925,1350,Ready to move
3 BHK Apartment,Bowenpally,104.0,5800,1800,Under Construction
2 BHK Apartment,Ameenpur,58.2,5060,1150,Ready to move
3 BHK Apartment,Bowenpally,95.12,5800,1640,Under Construction
2 BHK Apartment,Kondapur,155.0,12015,1290,Ready to move
3 BHK Apartment,Nanakramguda,124.0,8715,1432,Under Construction
Residential Plot,Kothur,50.0,2777,1800,New
3 BHK Apartment,Peerzadiguda,95.28,5900,1615,Under Construction
3 BHK Apartment,Peerzadiguda,88.5,5900,1500,Under Construction
2 BHK Apartment,Adibatla,49.92,4300,1161,Under Construction
2 BHK Independent Floor,Ameenpur,160.0,6956,2300,Ready to move
3 BHK Apartment,Ameenpur,71.11,4500,1580,Under Construction
3 BHK Apartment,Ameenpur,65.33,4700,1390,Ready to move
4 BHK Apartment,Nanakramguda,209.0,7865,2664,Under Construction
2 BHK Apartment,Nanakramguda,102.0,7865,1307,Under Construction
2 BHK Apartment,Nanakramguda,108.0,7865,1382,Under Construction
4 BHK Apartment,Nanakramguda,207.0,7865,2644,Under Construction
2 BHK Apartment,Nanakramguda,111.0,7865,1424,Under Construction
2 BHK Apartment,Nanakramguda,101.0,7865,1290,Under Construction
3 BHK Apartment,Nanakramguda,148.0,7865,1886,Under Construction
2 BHK Apartment,Nanakramguda,116.0,7865,1487,Under Construction
2 BHK Apartment,Nanakramguda,107.0,7865,1364,Under Construction
3 BHK Apartment,Nanakramguda,157.0,7865,2000,Under Construction
2 BHK Apartment,Nanakramguda,100.0,7865,1273,Under Construction
2 BHK Apartment,Gachibowli,78.2,9800,798,Under Construction
3 BHK Apartment,Kokapet,186.0,8750,2130,Ready to move
3 BHK Apartment,Kokapet,161.0,8750,1840,Ready to move
3 BHK Apartment,Kokapet,171.0,8750,1960,Ready to move
3 BHK Apartment,Kokapet,225.0,8750,2575,Ready to move
2 BHK Apartment,Kokapet,116.0,8750,1330,Ready to move
3 BHK Apartment,Kokapet,136.0,8750,1555,Ready to move
3 BHK Apartment,Kokapet,171.0,8750,1960,Ready to move
3 BHK Apartment,Kokapet,161.0,8750,1840,Ready to move
2 BHK Apartment,Kokapet,116.0,8750,1330,Ready to move
2 BHK Apartment,Kokapet,116.0,8750,1330,Ready to move
2 BHK Apartment,Kokapet,116.0,8750,1330,Ready to move
3 BHK Apartment,Kokapet,171.0,8750,1960,Ready to move
3 BHK Apartment,Kokapet,161.0,8750,1840,Ready to move
3 BHK Apartment,Kokapet,225.0,8750,2575,Ready to move
3 BHK Apartment,Kokapet,136.0,8750,1555,Ready to move
3 BHK Apartment,Kokapet,171.0,8750,1960,Ready to move
3 BHK Apartment,Kokapet,171.0,8750,1960,Ready to move
3 BHK Apartment,Kokapet,136.0,8750,1555,Ready to move
2 BHK Apartment,Kokapet,116.0,8750,1330,Ready to move
3 BHK Apartment,Gandipet,204.0,8500,2400,Ready to move
2 BHK Apartment,Gandipet,118.0,8500,1395,Ready to move
3 BHK Apartment,Gandipet,228.0,9000,2540,Under Construction
Residential Plot,Kadthal,17.89,1278,1400,New
Residential Plot,Kadthal,54.37,1278,4255,New
Residential Plot,Kadthal,28.3,1278,2215,New
Residential Plot,Kadthal,31.11,1278,2435,New
Residential Plot,Kadthal,17.7,1278,1385,New
Residential Plot,Kadthal,29.46,1278,2306,New
Residential Plot,Kadthal,28.78,1278,2252,New
Residential Plot,Kadthal,19.18,1278,1501,New
Residential Plot,Kadthal,19.82,1278,1552,New
Residential Plot,Kadthal,18.97,1278,1485,New
Residential Plot,Kadthal,18.76,1278,1468,New
Residential Plot,Kadthal,30.29,1278,2370,New
Residential Plot,Kadthal,18.33,1278,1435,New
Residential Plot,Kadthal,66.95,1278,5239,New
Residential Plot,Kadthal,19.57,1278,1531,New
Residential Plot,Bureddipalle,29.98,1666,1800,New
Residential Plot,Bureddipalle,44.98,1666,2700,New
2 BHK Apartment,Bachupally,63.98,4999,1280,Under Construction
3 BHK Apartment,Bachupally,82.73,4999,1655,Under Construction
3 BHK Apartment,Bachupally,84.98,4999,1700,Under Construction
2 BHK Apartment,Bachupally,54.98,4999,1100,Under Construction
2 BHK Apartment,Tellapur,86.62,6300,1375,Under Construction
3 BHK Apartment,Tellapur,86.62,6300,1375,Under Construction
3 BHK Apartment,Tellapur,116.0,6300,1845,Under Construction
3 BHK Apartment,Tellapur,107.0,6300,1700,Under Construction
3 BHK Apartment,Tellapur,138.0,6300,2205,Under Construction
3 BHK Apartment,Narsingi,161.0,7500,2150,Under Construction
2 BHK Apartment,Narsingi,98.25,7500,1310,Under Construction
4 BHK Apartment,Narsingi,249.00000000000003,7500,3330,Under Construction
3 BHK Apartment,Narsingi,191.0,7500,2550,Under Construction
2 BHK Apartment,Narsingi,93.75,7500,1250,Under Construction
3 BHK Apartment,Narsingi,162.0,7500,2170,Under Construction
3 BHK Apartment,Narsingi,151.0,7500,2020,Under Construction
3 BHK Apartment,Narsingi,132.0,7500,1760,Under Construction
3 BHK Apartment,Narsingi,166.0,7500,2220,Under Construction
3 BHK Apartment,Narsingi,157.0,7500,2100,Under Construction
3 BHK Apartment,Narsingi,120.0,7500,1610,Under Construction
Residential Plot,Shadnagar,38.34,2444,1569,New
Residential Plot,Shadnagar,98.32,2444,4023,New
Residential Plot,Shadnagar,65.98,2444,2700,New
Residential Plot,Shadnagar,192.0,2444,7895,New
Residential Plot,Shadnagar,43.42,2444,1777,New
Residential Plot,Shadnagar,67.79,2444,2774,New
Residential Plot,Shadnagar,74.41,2444,3045,New
Residential Plot,Shadnagar,46.28,2444,1894,New
3 BHK Apartment,Panchavati Colony,55.0,3548,1550,Ready to move
3 BHK Apartment,Habsiguda,45.0,3333,1350,Ready to move
2 BHK Apartment,Panchavati Colony,45.0,4500,1000,Ready to move
3 BHK Apartment,Kukatpally,190.0,8300,2300,Under Construction
3 BHK Apartment,Kondapur,201.0,9699,2080,Under Construction
2 BHK Apartment,Suchitra,65.0,5327,1220,Ready to move
2 BHK Apartment,Dulapally,50.52,4300,1175,Under Construction
2 BHK Apartment,Dulapally,49.45,4300,1150,Under Construction
3 BHK Apartment,Dulapally,64.5,4300,1500,Under Construction
2 BHK Apartment,Kompally,55.02,4200,1310,Under Construction
3 BHK Apartment,Kompally,73.29,4200,1745,Under Construction
3 BHK Apartment,Kompally,67.62,4200,1610,Under Construction
Residential Plot,Bibinagar,21.96,1444,1521,New
Residential Plot,Bibinagar,21.96,1444,1521,New
3 BHK Apartment,Bachupally,86.05,5699,1510,Under Construction
3 BHK Apartment,Bachupally,92.89,5748,1616,Under Construction
2 BHK Apartment,Bachupally,71.69,5699,1258,Under Construction
3 BHK Apartment,Aminpur,76.5,5000,1530,Under Construction
2 BHK Apartment,Aminpur,65.0,5000,1300,Under Construction
3 BHK Apartment,Bachupally,102.0,5699,1803,Under Construction
3 BHK Apartment,Aminpur,70.0,4575,1530,Under Construction
2 BHK Apartment,Ramachandra Puram,56.5,5136,1100,Under Construction
2 BHK Apartment,Aminpur,55.5,5045,1100,Under Construction
2 BHK Apartment,Aminpur,56.7,4536,1250,Under Construction
2 BHK Apartment,Aminpur,54.0,4821,1120,Under Construction
2 BHK Apartment,Ramachandra Puram,54.7,4376,1250,Ready to move
4 BHK Independent House,Aminpur,160.0,6400,2500,Under Construction
3 BHK Apartment,Ameenpur,73.0,4850,1505,Under Construction
3 BHK Apartment,Ameenpur,70.2,4711,1490,Under Construction
2 BHK Apartment,Aminpur,58.0,4640,1250,Under Construction
4 BHK Independent House,Aminpur,170.0,7727,2200,Under Construction
2 BHK Apartment,Aminpur,57.0,4710,1210,Under Construction
Residential Plot,Medchal,35.0,1944,1800,New
4 BHK Independent House,Peerzadiguda,150.0,12500,1200,Ready to move
3 BHK Independent House,Peerzadiguda,92.5,12500,740,Ready to move
3 BHK Apartment,Manikonda,116.0,6999,1667,Ready to move
2 BHK Apartment,Manikonda,85.87,6999,1227,Ready to move
3 BHK Apartment,Neknampur,116.0,6999,1667,Ready to move
2 BHK Apartment,Manchirevula,100.0,8000,1250,Ready to move
2 BHK Apartment,Manchirevula,100.0,8000,1250,Ready to move
2 BHK Apartment,Manchirevula,100.0,8000,1250,Ready to move
2 BHK Apartment,Manchirevula,100.0,8000,1250,Ready to move
2 BHK Apartment,Narsingi,106.0,8000,1325,Ready to move
3 BHK Apartment,Narsingi,135.0,8300,1635,Ready to move
2 BHK Apartment,Manikonda,85.17,6999,1217,Ready to move
2 BHK Apartment,Manikonda,92.45,6998,1321,Ready to move
2 BHK Apartment,Neknampur,92.45,6999,1321,Ready to move
2 BHK Apartment,Narsingi,106.0,8000,1325,Ready to move
3 BHK Apartment,Narsingi,135.0,8300,1635,Ready to move
Residential Plot,Tukkuguda,110.0,25000,440,New
Residential Plot,Tukkuguda,100.0,2777,3600,New
3 BHK Apartment,Gachibowli,180.0,12064,1492,Ready to move
4 BHK Villa,Bhanur,176.0,7000,2520,Under Construction
4 BHK Villa,Whitefield,750.0,23437,3200,Ready to move
4 BHK Apartment,Kokapet,408.0,10123,4037,Under Construction
4 BHK Apartment,Kokapet,311.0,9000,3465,Under Construction
4 BHK Apartment,Kokapet,293.0,9002,3259,Under Construction
4 BHK Apartment,Kokapet,339.0,9000,3775,Under Construction
3 BHK Apartment,Kokapet,237.0,9000,2640,Under Construction
3 BHK Apartment,Kokapet,237.0,9000,2639,Under Construction
4 BHK Apartment,Kokapet,337.0,9000,3755,Under Construction
3 BHK Apartment,Meerpet,75.0,4464,1680,Ready to move
3 BHK Villa,Muthangi,110.0,4847,2269,Under Construction
3 BHK Apartment,Chandanagar,160.0,9411,1700,Ready to move
3 BHK Villa,Patancheru,150.0,4800,3125,Under Construction
3 BHK Apartment,Patancheru,96.88,5099,1900,Under Construction
3 BHK Apartment,Patancheru,73.93,5099,1450,Under Construction
3 BHK Apartment,Patancheru,89.23,5099,1750,Under Construction
3 BHK Apartment,Patancheru,84.38,5099,1655,Under Construction
2 BHK Apartment,Patancheru,66.28,5099,1300,Under Construction
4 BHK Villa,Bachupally,160.0,6000,2675,Ready to move
3 BHK Villa,Bachupally,105.0,6000,1763,Ready to move
2 BHK Apartment,Nizampet,67.07,5498,1220,Ready to move
Residential Plot,Taramatipet,39.99,2222,1800,New
Residential Plot,Taramatipet,33.39,2222,1503,New
Residential Plot,Taramatipet,59.99,2222,2700,New
Residential Plot,Taramatipet,36.59,2222,1647,New
Residential Plot,Dundigal,129.0,4111,3150,New
Residential Plot,Dundigal,147.0,4111,3600,New
Residential Plot,Dundigal,73.99,4111,1800,New
Residential Plot,Dundigal,110.0,4111,2700,New
Residential Plot,Dundigal,184.0,4111,4500,New
Residential Plot,Dundigal,92.49,4111,2250,New
Residential Plot,Dundigal,166.0,4111,4050,New
Residential Plot,Shadnagar,22.5,1666,1350,New
Residential Plot,Shadnagar,75.0,1666,4500,New
2 BHK Apartment,Manchirevula,96.75,7500,1290,Ready to move
3 BHK Apartment,Manchirevula,154.0,7500,2063,Ready to move
3 BHK Apartment,Manchirevula,154.0,7500,2063,Ready to move
2 BHK Apartment,Manchirevula,96.75,7500,1290,Ready to move
2 BHK Apartment,Manchirevula,91.59,7100,1290,Ready to move
2 BHK Apartment,Bachupally,66.0,5500,1200,Ready to move
3 BHK Apartment,Kukatpally,78.0,5435,1435,Ready to move
2 BHK Apartment,Chandanagar,63.0,5478,1150,Ready to move
2 BHK Apartment,Chandanagar,63.0,5478,1150,Ready to move
3 BHK Apartment,Chandanagar,89.75,5202,1725,Ready to move
3 BHK Apartment,Chandanagar,89.75,5202,1725,Ready to move
3 BHK Apartment,Chandanagar,89.75,5202,1725,Ready to move
2 BHK Apartment,Chandanagar,63.0,5478,1150,Ready to move
2 BHK Apartment,Chandanagar,63.0,5478,1150,Ready to move
3 BHK Apartment,Chandanagar,89.75,5202,1725,Ready to move
2 BHK Apartment,Chandanagar,63.0,5478,1150,Ready to move
3 BHK Apartment,Chandanagar,89.75,5202,1725,Ready to move
2 BHK Apartment,Chandanagar,63.0,5478,1150,Ready to move
3 BHK Apartment,Chandanagar,89.75,5202,1725,Ready to move
3 BHK Apartment,Chandanagar,89.75,5202,1725,Ready to move
2 BHK Apartment,Chandanagar,63.0,5478,1150,Ready to move
2 BHK Apartment,Chandanagar,63.0,5478,1150,Ready to move
3 BHK Apartment,Chandanagar,89.75,5202,1725,Ready to move
2 BHK Apartment,Chandanagar,63.0,5478,1150,Ready to move
3 BHK Apartment,Chandanagar,89.75,5202,1725,Ready to move
3 BHK Apartment,Kukatpally,137.0,6587,2085,Ready to move
2 BHK Apartment,Kollur,85.0,5902,1440,Under Construction
3 BHK Apartment,Tellapur,120.0,6201,1935,Under Construction
Residential Plot,Pocharam Near Muthangi,66.0,4583,1440,New
3 BHK Apartment,Kondapur,236.0,9300,2548,Under Construction
3 BHK Apartment,Kondapur,238.0,9300,2566,Under Construction
3 BHK Apartment,Kondapur,238.0,9300,2567,Under Construction
3 BHK Apartment,Kondapur,181.0,9300,1956,Under Construction
2 BHK Apartment,Kondapur,133.0,9300,1433,Under Construction
2 BHK Apartment,Kondapur,127.0,9300,1367,Under Construction
3 BHK Apartment,Kondapur,235.0,9300,2534,Under Construction
3 BHK Apartment,Kondapur,179.0,9300,1933,Under Construction
3 BHK Apartment,Kondapur,195.0,9300,2097,Under Construction
3 BHK Apartment,Kondapur,195.0,9300,2105,Under Construction
2 BHK Apartment,Kondapur,135.0,9300,1457,Under Construction
2 BHK Apartment,Kondapur,129.0,9300,1390,Under Construction
3 BHK Apartment,Kondapur,178.0,9300,1921,Under Construction
3 BHK Apartment,Kondapur,241.0,9300,2597,Under Construction
3 BHK Apartment,Kondapur,179.0,9300,1931,Under Construction
3 BHK Apartment,Kondapur,195.0,8500,2300,Under Construction
2 BHK Apartment,Kondapur,128.0,8500,1515,Under Construction
1 BHK Independent House,Mettuguda,87.0,10235,850,Ready to move
5 BHK Independent House,Ameerpet,260.0,8000,3250,Ready to move
3 BHK Apartment,Puppalaguda,402.0,8509,4724,Under Construction
3 BHK Apartment,Trimalgherry,114.0,5764,1995,Ready to move
3 BHK Independent House,Begumpet,697.0,50617,1377,Ready to move
3 BHK Villa,Adibatla,145.0,6304,2300,Under Construction
4 BHK Apartment,Puppalaguda,553.0,8507,6500,Under Construction
3 BHK Apartment,Puppalaguda,408.0,8494,4803,Under Construction
3 BHK Independent House,Sultanpur,208.0,7500,2780,Under Construction
3 BHK Independent House,Sultanpur,147.0,7500,1960,Under Construction
Residential Plot,Ghatkesar,45.48,1444,3150,New
Residential Plot,Ghatkesar,31.19,1444,2160,New
Residential Plot,Ghatkesar,77.97,1444,5400,New
Residential Plot,Ghatkesar,23.39,1444,1620,New
2 BHK Apartment,Kollur,85.0,5902,1440,Under Construction
2 BHK Apartment,Hafeezpet,100.0,8000,1250,Under Construction
3 BHK Apartment,Bandlaguda Jagir,140.0,7760,1804,Under Construction
2 BHK Apartment,Moosapet,107.0,7508,1425,Under Construction
3 BHK Apartment,Moosapet,130.0,7831,1660,Under Construction
3 BHK Villa,Kompally,530.0,12217,4338,Under Construction
3 BHK Independent House,Ramachandrapuram,210.0,9096,2310,Ready to move
3 BHK Villa,Adibatla,108.0,5500,1972,Under Construction
3 BHK Villa,Adibatla,126.0,5500,2300,Under Construction
3 BHK Villa,Adibatla,152.0,5500,2767,Under Construction
3 BHK Villa,Adibatla,142.0,5500,2587,Under Construction
4 BHK Apartment,Kokapet,311.0,9000,3465,Under Construction
4 BHK Apartment,Kokapet,293.0,9000,3260,Under Construction
4 BHK Apartment,Kokapet,339.0,9000,3775,Under Construction
3 BHK Apartment,Kokapet,237.0,9000,2640,Under Construction
4 BHK Apartment,Kokapet,337.0,9000,3755,Under Construction
3 BHK Apartment,Gandipet,183.0,9000,2040,Under Construction
4 BHK Apartment,Kokapet,408.0,10123,4037,Under Construction
3 BHK Apartment,Gandipet,228.0,9000,2540,Under Construction
3 BHK Apartment,Gandipet,158.0,9000,1765,Under Construction
3 BHK Apartment,Pragathi Nagar Kukatpally,109.0,7104,1540,Under Construction
3 BHK Apartment,Pragathi Nagar Kukatpally,98.68,7104,1390,Under Construction
2 BHK Apartment,Pragathi Nagar Kukatpally,91.94,7100,1295,Under Construction
3 BHK Apartment,Nizampet,93.03,6002,1551,Ready to move
3 BHK Apartment,Pragathi Nagar Kukatpally,99.04,7100,1395,Under Construction
3 BHK Apartment,Nizampet,111.0,6002,1854,Ready to move
2 BHK Apartment,Kompally,52.5,4200,1250,Ready to move
2 BHK Apartment,Kompally,48.55,4200,1156,Ready to move
2 BHK Apartment,Kompally,51.66,4200,1230,Ready to move
2 BHK Apartment,Kompally,48.93,4200,1165,Ready to move
4 BHK Independent House,Banjara Hills,260.0,13333,1950,Ready to move
2 BHK Apartment,West Marredpally,77.0,7333,1050,Ready to move
3 BHK Apartment,Velmala,108.0,5899,1835,Under Construction
3 BHK Apartment,Velmala,153.0,5899,2610,Under Construction
3 BHK Apartment,Tellapur,121.0,6199,1965,Under Construction
3 BHK Apartment,Velmala,135.0,5899,2300,Under Construction
2 BHK Apartment,Tellapur,92.67,6199,1495,Under Construction
3 BHK Apartment,Tellapur,126.0,6199,2035,Under Construction
2 BHK Apartment,Velmala,79.63,5899,1350,Under Construction
3 BHK Apartment,Tellapur,118.0,6199,1915,Under Construction
3 BHK Apartment,Velmala,136.0,5899,2310,Under Construction
3 BHK Apartment,Tellapur,115.0,6199,1865,Under Construction
3 BHK Apartment,Velmala,124.0,5899,2110,Under Construction
3 BHK Apartment,Velmala,101.0,5899,1715,Under Construction
2 BHK Apartment,Velmala,78.16,5899,1325,Under Construction
3 BHK Apartment,Velmala,121.0,5899,2060,Under Construction
3 BHK Apartment,Velmala,111.0,5899,1895,Under Construction
3 BHK Apartment,Attapur,94.11,6600,1426,Under Construction
3 BHK Apartment,Attapur,140.0,6600,2122,Under Construction
2 BHK Apartment,Attapur,85.66,6600,1298,Under Construction
3 BHK Apartment,Attapur,137.0,6600,2086,Under Construction
3 BHK Apartment,Chandanagar,136.0,6849,1999,Under Construction
3 BHK Apartment,Attapur,154.0,6600,2344,Under Construction
2 BHK Apartment,Chandanagar,94.1,6849,1374,Under Construction
3 BHK Apartment,Attapur,137.0,6600,2080,Under Construction
3 BHK Apartment,Attapur,110.0,6600,1668,Under Construction
2 BHK Apartment,Chandanagar,94.03,6849,1373,Under Construction
3 BHK Apartment,Attapur,173.0,6600,2623,Under Construction
2 BHK Apartment,Chandanagar,73.55,6849,1074,Under Construction
3 BHK Apartment,Chandanagar,113.0,6849,1654,Under Construction
2 BHK Apartment,Chandanagar,93.35,6849,1363,Under Construction
3 BHK Apartment,Attapur,101.0,6600,1540,Under Construction
2 BHK Apartment,Attapur,83.95,6600,1272,Under Construction
3 BHK Apartment,Attapur,156.0,6600,2367,Under Construction
3 BHK Apartment,Attapur,155.0,6600,2361,Under Construction
3 BHK Apartment,Attapur,138.0,6600,2096,Under Construction
3 BHK Apartment,Kollur,130.0,6685,1950,Under Construction
4 BHK Apartment,Kollur,334.0,6685,5000,Under Construction
3 BHK Apartment,Kollur,121.0,6685,1820,Under Construction
2 BHK Apartment,Kollur,95.33,6667,1430,Under Construction
4 BHK Apartment,Kollur,173.0,6685,2600,Under Construction
2 BHK Apartment,Kollur,85.33,6667,1280,Under Construction
2 BHK Apartment,Kollur,84.0,6667,1260,Under Construction
3 BHK Apartment,Kollur,119.0,6685,1790,Under Construction
3 BHK Apartment,Kollur,138.0,6685,2070,Under Construction
2 BHK Apartment,Kollur,93.33,6667,1400,Under Construction
4 BHK Villa,Gachibowli,500.0,10000,5000,Ready to move
2 BHK Apartment,Kondapur,139.0,9869,1413,Under Construction
3 BHK Apartment,Kondapur,188.0,9869,1915,Under Construction
3 BHK Apartment,Kondapur,147.0,9869,1496,Under Construction
2 BHK Apartment,Kondapur,141.0,9869,1432,Under Construction
3 BHK Apartment,Kondapur,177.0,9869,1798,Under Construction
3 BHK Apartment,Kondapur,161.0,9869,1632,Under Construction
2 BHK Apartment,Kondapur,128.0,9869,1297,Under Construction
3 BHK Apartment,Kondapur,190.0,9869,1934,Under Construction
3 BHK Apartment,Kondapur,159.0,9869,1613,Under Construction
Residential Plot,Yacharam,13.19,1222,1080,New
Residential Plot,Yacharam,13.19,1222,1080,New
Residential Plot,Yacharam,21.99,1222,1800,New
Residential Plot,Yacharam,21.99,1222,1800,New
Residential Plot,Yacharam,16.49,1222,1350,New
Residential Plot,Yacharam,16.49,1222,1350,New
Residential Plot,Yacharam,15.39,1222,1260,New
Residential Plot,Yacharam,15.39,1222,1260,New
Residential Plot,Yacharam,17.59,1222,1440,New
Residential Plot,Yacharam,17.59,1222,1440,New
Residential Plot,Yacharam,32.99,1222,2700,New
Residential Plot,Yacharam,32.99,1222,2700,New
Residential Plot,Yacharam,24.19,1222,1980,New
Residential Plot,Yacharam,24.19,1222,1980,New
Residential Plot,Yacharam,20.89,1222,1710,New
